pitch,yaw,roll,eye_ratio,mar,label
-3.376886153576965,-7.749238864068451,0.2618941651061433,0.46692743235217304,0.10098023314848728,0
-6.995226603008407,-0.2572046471221719,2.371525650633064,0.48074510162092055,0.21478700735333123,0
4.6616228593161395,3.821549471932722,1.727736683854748,0.5650835924704426,0.13813837427342396,0
-0.5334847842034012,7.328314155676829,-1.1734236125027389,0.5471526679597856,0.1901536314129253,0
1.3858016927950023,-1.6322167255860922,3.003130644860163,0.47171142077880734,0.297549830048093,0
5.17175944509093,-7.075721306291991,1.5030159694422642,0.47989730280207843,0.258706085826377,0
1.4831808980364873,-3.3712419181834137,0.3415541184208759,0.5725543560745726,0.1281534791926008,0
1.3481080649818873,1.2295513418925246,2.221362838746768,0.5614830489630819,0.14879113469101723,0
-0.08727306952003369,-7.446683048357871,3.918204432667785,0.4567914614266816,0.22329725332711953,0
-1.79739477725938,-2.942634756718054,-1.4083767924333899,0.5244915710966801,0.12481027441660211,0
7.456897981789039,-5.622468000221655,-0.44727393611128874,0.5974707548766347,0.21204806164945372,0
-0.1283929755628575,1.2559641913410982,5.732551398950958,0.48808399964538574,0.17033466425336188,0
-0.9040618431775442,0.5235511184002537,-0.6817590514723201,0.5080397912546908,0.18244252107463482,0
-2.0803706401513105,3.686159164519252,-2.8510113912159474,0.4419763317528382,0.1894160740304935,0
3.0220561253393003,-6.141875202099958,3.818011509425669,0.5424634896658482,0.10134462734666719,0
2.4895185766876926,1.0061929733757755,-1.241485809972305,0.47790658599606173,0.29654731313112404,0
-5.057047454105619,2.35236234170362,3.7395010148805152,0.5428008314725763,0.18754575283478775,0
-2.428716147445958,-3.542958067273292,-5.113955622898214,0.5149127458120013,0.24068510461170298,0
2.2952423766400623,5.602284135430519,0.2663201289447976,0.5050612326779595,0.12321436186431754,0
0.34117935411331185,-1.1861879071558576,-3.0043414050725055,0.4036228539741428,0.14636544414164815,0
8.237954269006885,-6.8035995817304284,3.1844871111525794,0.4580906103598768,0.1201164422567429,0
-10.451951845438028,4.063674309229467,-3.2070880414619385,0.5901311620693469,0.23718654935886657,0
-5.95000087616047,6.105903824136609,2.112957017408558,0.5287094272341154,0.29525319719471893,0
-12.277927827688895,-6.330617027107398,-6.186997587139571,0.49508019490546357,0.28284722046515554,0
-2.382686099256119,6.051290970831371,-3.3601675532110864,0.5186524132635918,0.23892476404919477,0
0.3327913811696371,2.726228561396369,-7.915850802472755,0.5286414089306241,0.1958052752554027,0
1.4424968230317017,-4.627094014199406,2.849800331138565,0.4556258764261371,0.16062239924145133,0
-1.0832839216859342,-10.207582555828694,-3.5670210021271958,0.5961239018007121,0.16596945398683643,0
2.639892482956292,-1.4063666593683544,2.0458325761308997,0.4763538742020293,0.12287733611709938,0
-9.115116876764898,-2.463077770985869,5.079618596111765,0.4209467698032461,0.1676254322781615,0
2.6318786016192863,8.282172123796771,-0.4276358730090087,0.5414692352611183,0.18673549430708508,0
7.596352114337991,-1.402107828896618,0.45592099447460505,0.5347681165240055,0.13178477057079668,0
6.141836306796064,-3.652457331728553,4.4903064299138995,0.4547956128192818,0.1997412383102839,0
-3.913088310704023,1.771473760858108,3.108271609666646,0.49108367951972753,0.20304116572479491,0
-3.3457543075947087,-6.6953394020605606,-1.1831615554790205,0.4602601394487501,0.2608160774717392,0
-8.332378986939528,5.751200947367355,-6.995303692026429,0.5260890871570768,0.296678388637583,0
-9.25674314277383,-1.2500041624128888,2.2202503194090033,0.5600379216421579,0.23304153154023644,0
2.646191940494074,-2.769324621648529,-0.7220671596070105,0.5051702776349,0.11637977669889776,0
-4.415918342305099,4.112009435501964,-3.165404686401727,0.5696998597039068,0.20805708811726453,0
4.578407854979003,-0.16946264545841377,4.581887219158135,0.5469407725852697,0.25672962704953617,0
2.222649564712075,2.4118646710820637,-0.21177775495581821,0.5851857179950162,0.2441847357465622,0
-3.5312557380580416,-2.457512588787733,-2.9512725756278724,0.4992834732408344,0.2933958233209535,0
-1.4167256831487853,-0.8912086408840515,6.658411393687667,0.563164150895418,0.29672162878847747,0
4.8666252933422305,1.192142000912879,1.1633285705923722,0.4757593961556985,0.25462851756552674,0
-2.05067412064147,6.840456825068573,1.646260137175878,0.5166231861230699,0.13837475166190744,0
-1.2875575461697908,5.1024357160616205,-4.9356826341969455,0.5472227706512537,0.18423351247458125,0
4.28534824578254,0.43177101648987865,0.3480922388473911,0.5024407727620606,0.1312882655868774,0
-3.322847488479895,2.048656371477509,0.9648408261384699,0.508450696516387,0.16142704182520787,0
-3.7217814547915924,-0.10273447852307865,-6.11854922756916,0.45325602281277544,0.2502085210592152,0
1.391616002156503,2.977216081771065,1.1685803200830194,0.5062732615170425,0.17500317219954606,0
5.757536125496437,-0.9537945494991406,0.039188237587010594,0.5616083910486755,0.19505882992948828,0
-10.02674384392273,-6.743602814699199,3.826613738233398,0.4754636878458612,0.2393743086174634,0
-12.311829786355002,4.5089210739185175,1.9632911757765088,0.5202819279164573,0.12757525779559756,0
5.50429628934466,3.750731457217939,-1.6044347018979188,0.4364660429397877,0.10318729870105077,0
-3.2543785847431,3.0570011341170966,4.133590985636069,0.5998204069087893,0.17045985087969945,0
-6.2930755322837895,8.020796175757587,3.9580344545449924,0.5358417781991069,0.10886651027219574,0
-6.568882028600096,-4.690198956030767,-5.374655403930374,0.4253914033604335,0.15363665685768038,0
-5.526482573121752,-2.6123245456780557,-4.526410635919051,0.5659199505121885,0.17133231956992437,0
